Date,Price,Open,High,Low,Vol.,Change %
10/19/2024,68372.0,68426.4,68688.8,68025.5,33.29K,-0.07%
10/18/2024,68423.1,67416.5,68990.3,67190.9,99.20K,1.49%
10/17/2024,67418.4,67618.1,67933.5,66677.3,84.68K,-0.30%
10/16/2024,67617.9,67075.1,68389.4,66766.6,98.30K,0.81%
10/15/2024,67077.5,66084.1,67821.9,64850.6,136.72K,1.51%
10/14/2024,66081.7,62870.7,66476.6,62463.7,122.09K,5.11%
10/13/2024,62870.9,63205.4,63284.6,62054.2,42.26K,-0.53%
10/12/2024,63205.1,62506.6,63463.1,62486.1,40.91K,1.13%
10/11/2024,62499.4,60317.5,63385.1,60080.6,86.38K,3.62%
10/10/2024,60316.2,60628.9,61304.6,59075.7,83.86K,-0.52%
10/09/2024,60628.8,62157.0,62537.0,60355.5,68.79K,-2.46%
10/08/2024,62157.0,62226.9,63196.6,61883.2,63.75K,-0.14%
10/07/2024,62245.6,62819.8,64449.3,62175.8,86.27K,-0.91%
10/06/2024,62819.4,62062.0,62934.5,61495.4,31.72K,1.22%
10/05/2024,62061.4,62085.5,62366.8,61705.7,30.15K,-0.03%
10/04/2024,62081.0,60751.4,62471.7,60469.3,72.71K,2.19%
10/03/2024,60751.2,60642.0,61468.9,59904.4,82.43K,0.17%
10/02/2024,60645.7,60834.2,62339.8,60002.7,98.94K,-0.31%
10/01/2024,60835.5,63329.9,64125.3,60195.9,134.93K,-3.95%
09/30/2024,63339.2,65607.0,65607.0,62901.1,101.70K,-3.46%
09/29/2024,65607.1,65862.8,66065.7,65436.8,32.60K,-0.39%
09/28/2024,65866.5,65775.6,66232.5,65438.1,35.00K,0.14%
09/27/2024,65776.3,65168.8,66440.7,64839.2,80.55K,0.92%
09/26/2024,65175.7,63157.2,65770.9,62693.3,96.06K,3.20%
09/25/2024,63156.5,64262.9,64788.4,62952.8,62.72K,-1.71%
09/24/2024,64256.8,63335.9,64664.1,62740.8,76.71K,1.46%
09/23/2024,63331.8,63575.4,64723.4,62650.0,75.66K,-0.38%
09/22/2024,63572.7,63351.2,63998.2,62394.6,48.86K,0.35%
09/21/2024,63348.1,63201.2,63526.3,62778.6,33.20K,0.23%
09/20/2024,63201.2,62942.4,64085.1,62367.1,90.65K,0.42%
09/19/2024,62938.6,61754.8,63849.6,61596.5,120.17K,1.91%
09/18/2024,61757.6,60308.5,61757.6,59210.7,105.57K,2.40%
09/17/2024,60309.1,58213.1,61309.0,57630.2,106.30K,3.60%
09/16/2024,58213.1,59126.2,59204.3,57527.8,87.60K,-1.56%
09/15/2024,59138.5,59995.6,60377.6,58717.9,47.01K,-1.43%
09/14/2024,59995.4,60514.8,60609.4,59494.3,44.47K,-0.85%
09/13/2024,60511.6,58134.4,60625.4,57656.8,102.12K,4.09%
09/12/2024,58134.5,57335.5,58484.1,57329.6,98.42K,1.39%
09/11/2024,57338.7,57638.0,57975.9,55576.6,102.15K,-0.51%
09/10/2024,57635.0,57045.6,58019.9,56415.3,77.65K,1.03%
09/09/2024,57049.6,54868.0,57956.7,54595.4,105.33K,3.99%
09/08/2024,54861.3,54161.4,55292.7,53642.4,51.99K,1.30%
09/07/2024,54156.5,53965.0,54819.2,53754.3,58.11K,0.35%
09/06/2024,53966.8,56179.7,56969.1,52644.6,155.84K,-3.94%
09/05/2024,56183.2,57970.7,58318.9,55744.6,90.36K,-3.09%
09/04/2024,57973.4,57490.4,58508.8,55732.1,108.44K,0.86%
09/03/2024,57479.8,59133.7,59799.7,57436.9,74.77K,-2.80%
09/02/2024,59134.0,57309.0,59416.6,57185.8,73.18K,3.17%
09/01/2024,57315.7,58975.7,59058.7,57232.4,63.95K,-2.82%
08/31/2024,58978.6,59120.4,59447.0,58761.1,30.86K,-0.24%
08/30/2024,59119.7,59371.7,59817.6,57874.7,87.31K,-0.43%
08/29/2024,59373.5,59027.3,61150.6,58807.1,87.19K,0.61%
08/28/2024,59016.0,59425.6,60198.4,57912.1,109.47K,-0.73%
08/27/2024,59450.9,62832.2,63201.4,58187.3,108.53K,-5.40%
08/26/2024,62846.2,64240.7,64472.5,62841.1,68.89K,-2.22%
08/25/2024,64273.2,64160.7,64939.2,63796.6,41.61K,0.18%
08/24/2024,64159.3,64061.7,64458.9,63579.5,54.14K,0.17%
08/23/2024,64053.1,60374.7,64830.1,60354.4,125.50K,6.10%
08/22/2024,60372.2,61158.3,61399.7,59815.8,74.39K,-1.29%
08/21/2024,61158.1,59010.0,61812.0,58831.1,91.31K,3.65%
08/20/2024,59005.8,59470.3,61331.6,58612.0,69.77K,-0.78%
08/19/2024,59470.9,58445.8,59598.5,57872.0,49.19K,1.75%
08/18/2024,58446.3,59485.4,60216.3,58436.1,30.82K,-1.74%
08/17/2024,59483.1,58877.8,59659.5,58825.5,18.51K,1.03%
08/16/2024,58877.2,57545.1,59817.3,57129.1,64.01K,2.33%
08/15/2024,57534.6,58710.1,59831.4,56275.7,81.47K,-2.00%
08/14/2024,58707.8,60594.6,61543.0,58491.2,64.79K,-3.11%
08/13/2024,60595.2,59350.2,61537.0,58492.4,62.92K,2.10%
08/12/2024,59350.0,58711.7,60606.2,57689.0,79.31K,1.08%
08/11/2024,58713.3,60929.8,61677.3,58388.7,41.06K,-3.64%
08/10/2024,60931.7,60844.5,61344.5,60264.2,22.91K,0.13%
08/09/2024,60850.6,61697.8,61712.3,59570.2,69.55K,-1.38%
08/08/2024,61699.7,55112.8,62563.5,54786.9,109.77K,11.94%
08/07/2024,55120.9,56049.9,57669.6,54598.5,94.52K,-1.67%
08/06/2024,56057.8,54010.8,57025.6,53998.2,113.89K,3.85%
08/05/2024,53979.0,58142.9,58291.4,49486.9,333.46K,-7.16%
08/04/2024,58141.8,60700.2,61086.5,57346.9,72.71K,-4.21%
08/03/2024,60696.7,61480.8,62184.2,59914.6,65.74K,-1.27%
08/02/2024,61478.7,65351.8,65567.1,61242.3,93.89K,-5.96%
08/01/2024,65372.9,64625.7,65587.9,62303.9,84.20K,1.16%
07/31/2024,64626.0,66185.4,66825.6,64538.3,51.52K,-2.36%
07/30/2024,66184.9,66796.1,66998.3,65328.7,54.43K,-0.92%
07/29/2024,66798.7,68256.3,70000.2,66544.5,85.67K,-2.14%
07/28/2024,68256.3,67888.9,68291.9,67067.8,26.17K,0.61%
07/27/2024,67843.1,67910.8,69387.6,66776.8,67.99K,-0.10%
07/26/2024,67908.6,65799.7,68205.0,65764.3,59.13K,3.21%
07/25/2024,65799.3,65363.9,66088.6,63500.9,77.46K,0.66%
07/24/2024,65370.5,65936.8,67072.1,65155.2,52.47K,-0.86%
07/23/2024,65937.8,67550.4,67750.2,65512.9,69.58K,-2.39%
07/22/2024,67553.6,68158.4,68468.9,66601.8,54.88K,-0.89%
07/21/2024,68158.7,67147.8,68352.9,65825.6,47.19K,1.50%
07/20/2024,67148.5,66677.0,67586.4,66257.4,32.94K,0.71%
07/19/2024,66677.4,63981.2,67390.4,63326.1,82.87K,4.22%
07/18/2024,63980.5,64090.4,65102.0,63253.5,51.27K,-0.17%
07/17/2024,64089.2,65052.8,66051.5,63897.5,66.11K,-1.48%
07/16/2024,65049.7,64749.2,65319.5,62430.8,93.63K,0.41%
07/15/2024,64782.4,60794.7,64869.5,60678.8,96.02K,6.56%
07/14/2024,60794.9,59207.9,61326.9,59207.9,47.48K,2.68%
07/13/2024,59209.8,57897.4,59826.5,57770.6,34.28K,2.29%
07/12/2024,57885.1,57338.3,58520.9,56575.7,56.84K,0.96%
07/11/2024,57337.3,57745.9,59404.4,57095.0,66.40K,-0.71%
07/10/2024,57746.7,58040.2,59393.8,57185.3,59.60K,-0.50%
07/09/2024,58039.4,56721.3,58234.0,56306.3,64.25K,2.32%
07/08/2024,56724.7,55850.2,58115.8,54320.0,102.91K,1.55%
07/07/2024,55861.1,58240.2,58394.6,55756.3,41.12K,-4.12%
07/06/2024,58259.2,56640.0,58462.0,56026.8,46.91K,2.86%
07/05/2024,56641.8,57025.7,57471.1,53883.4,175.51K,-0.67%
07/04/2024,57026.3,60201.4,60463.0,56812.7,116.38K,-5.27%
07/03/2024,60199.3,62104.9,62263.6,59466.6,73.34K,-3.07%
07/02/2024,62103.3,62888.3,63257.0,61797.6,46.52K,-1.25%
07/01/2024,62890.1,62768.8,63842.1,62558.0,59.94K,0.22%
06/30/2024,62754.3,60973.1,63006.6,60703.7,37.21K,2.92%
06/29/2024,60973.4,60403.7,61192.8,60382.8,26.56K,0.94%
06/28/2024,60403.3,61684.6,62175.4,60081.9,58.95K,-2.08%
06/27/2024,61685.3,60848.3,62351.2,60629.4,48.79K,1.37%
06/26/2024,60849.4,61809.9,62469.4,60715.1,54.95K,-1.55%
06/25/2024,61809.4,60292.0,62266.0,60262.2,77.28K,2.52%
06/24/2024,60292.7,63201.6,63357.1,58589.9,120.60K,-4.59%
06/23/2024,63196.2,64261.0,64518.9,63195.3,19.94K,-1.66%
06/22/2024,64261.0,64131.9,64523.9,63944.0,17.55K,0.21%
06/21/2024,64128.5,64854.3,65054.9,63427.9,60.86K,-1.12%
06/20/2024,64854.3,64982.1,66474.2,64566.7,56.24K,-0.19%
06/19/2024,64980.9,65159.8,65706.4,64705.6,42.96K,-0.27%
06/18/2024,65159.9,66495.7,66571.2,64098.4,93.72K,-2.01%
06/17/2024,66498.8,66672.9,67253.8,65115.4,66.09K,-0.26%
06/16/2024,66674.7,66223.0,66951.4,66038.1,20.74K,0.68%
06/15/2024,66223.0,66034.1,66446.4,65895.1,24.05K,0.29%
06/14/2024,66034.8,66775.2,67347.7,65076.5,65.18K,-1.11%
06/13/2024,66773.1,68260.6,68384.6,66324.3,66.36K,-2.18%
06/12/2024,68260.1,67320.9,69990.8,66911.5,85.55K,1.40%
06/11/2024,67319.8,69537.9,69573.3,66197.8,96.70K,-3.19%
06/10/2024,69538.2,69650.2,70152.5,69259.9,39.12K,-0.16%
06/09/2024,69650.6,69310.5,69847.8,69136.7,20.99K,0.49%
06/08/2024,69310.1,69347.0,69572.1,69222.4,23.03K,-0.05%
06/07/2024,69347.9,70793.4,71956.5,68620.7,82.62K,-2.04%
06/06/2024,70791.5,71083.6,71616.1,70178.7,49.79K,-0.41%
06/05/2024,71083.7,70550.9,71744.4,70397.1,67.06K,0.76%
06/04/2024,70549.2,68808.0,71034.2,68564.3,75.69K,2.53%
06/03/2024,68807.8,67763.3,70131.0,67616.8,69.42K,1.53%
06/02/2024,67773.5,67760.8,68447.5,67330.6,30.63K,0.02%
06/01/2024,67760.8,67533.9,67861.0,67449.6,19.01K,0.34%
05/31/2024,67530.1,68352.3,69018.2,66676.8,61.51K,-1.21%
05/30/2024,68354.7,67631.3,69504.7,67138.4,66.84K,1.06%
05/29/2024,67635.8,68366.2,68897.6,67143.2,52.13K,-1.07%
05/28/2024,68366.0,69428.3,69560.7,67299.9,71.39K,-1.53%
05/27/2024,69428.7,68514.6,70638.3,68275.2,49.07K,1.33%
05/26/2024,68514.8,69287.2,69494.0,68294.5,24.58K,-1.11%
05/25/2024,69284.4,68548.2,69558.8,68516.1,25.17K,1.07%
05/24/2024,68547.6,67971.1,69212.0,66685.8,63.28K,0.84%
05/23/2024,67975.7,69166.3,70041.0,66578.1,89.45K,-1.71%
05/22/2024,69155.4,70141.0,70593.4,69024.3,65.08K,-1.40%
05/21/2024,70139.9,71430.5,71872.0,69181.7,108.56K,-1.80%
05/20/2024,71422.7,66278.3,71482.8,66076.5,112.66K,7.76%
05/19/2024,66279.1,66919.0,67662.5,65937.3,36.19K,-0.95%
05/18/2024,66917.5,67036.6,67361.4,66636.1,29.68K,-0.18%
05/17/2024,67036.8,65231.1,67420.7,65121.7,63.09K,2.77%
05/16/2024,65231.0,66219.6,66643.9,64623.3,72.55K,-1.50%
05/15/2024,66225.1,61569.4,66417.1,61357.5,106.05K,7.56%
05/14/2024,61569.4,62936.8,63102.6,61156.9,68.84K,-2.17%
05/13/2024,62937.2,61480.5,63443.2,60779.0,70.55K,2.37%
05/12/2024,61480.0,60826.6,61847.7,60647.1,27.40K,1.07%
05/11/2024,60826.6,60796.8,61487.5,60499.3,27.50K,0.05%
05/10/2024,60796.9,63074.3,63454.3,60251.8,79.33K,-3.61%
05/09/2024,63075.0,61207.3,63413.3,60671.4,64.22K,3.05%
05/08/2024,61207.5,62304.9,62997.4,60894.2,56.47K,-1.78%
05/07/2024,62317.7,63163.1,64361.0,62294.1,59.74K,-1.34%
05/06/2024,63163.1,64005.8,65448.8,62730.7,77.68K,-1.32%
05/05/2024,64006.4,63897.7,64587.2,62923.9,40.51K,0.18%
05/04/2024,63888.3,62887.1,64466.0,62599.1,53.03K,1.61%
05/03/2024,62877.5,59104.3,63298.4,58830.8,100.46K,6.35%
05/02/2024,59121.3,58334.9,59548.0,56989.8,98.06K,1.35%
05/01/2024,58331.2,60665.0,60827.5,56643.5,171.55K,-3.85%
04/30/2024,60666.6,63852.4,64700.2,59228.7,121.04K,-5.00%
04/29/2024,63860.1,63113.7,64193.1,61837.2,67.26K,1.19%
04/28/2024,63109.7,63457.9,64346.1,62827.8,36.65K,-0.55%
04/27/2024,63456.8,63765.8,63916.7,62507.7,45.34K,-0.49%
04/26/2024,63766.4,64497.1,64771.3,63354.9,61.60K,-1.13%
04/25/2024,64497.1,64287.1,65247.5,62889.2,80.77K,0.33%
04/24/2024,64285.7,66414.9,67060.5,63606.9,77.83K,-3.21%
04/23/2024,66415.0,66829.5,67180.0,65848.3,52.42K,-0.62%
04/22/2024,66829.3,64940.1,67208.0,64527.5,72.30K,2.91%
04/21/2024,64940.2,64942.1,65680.6,64267.5,42.02K,-0.03%
04/20/2024,64961.1,63817.6,65375.6,63131.7,49.33K,1.82%
04/19/2024,63799.1,63480.5,65441.2,59693.3,150.34K,0.50%
04/18/2024,63481.4,61278.9,64092.4,60822.3,97.38K,3.59%
04/17/2024,61278.9,63802.3,64451.5,59820.8,118.92K,-3.96%
04/16/2024,63805.3,63416.1,64274.4,61715.6,114.96K,0.62%
04/15/2024,63411.9,65696.6,66805.1,62379.5,118.79K,-3.48%
04/14/2024,65697.4,63909.5,65758.2,62174.7,134.40K,2.89%
04/13/2024,63849.9,67137.4,67921.0,61065.5,149.48K,-4.92%
04/12/2024,67151.9,70014.9,71226.9,65829.3,131.84K,-4.08%
04/11/2024,70011.6,70620.4,71249.2,69586.1,72.51K,-0.86%
04/10/2024,70622.1,69147.8,71086.9,67570.0,97.71K,2.13%
04/09/2024,69148.0,71627.3,71737.2,68264.6,93.69K,-3.47%
04/08/2024,71630.1,69358.0,72710.8,69110.5,105.78K,3.27%
04/07/2024,69360.4,68897.3,70285.8,68849.4,46.99K,0.68%
04/06/2024,68890.6,67830.5,69632.0,67467.2,41.48K,1.56%
04/05/2024,67830.6,68498.7,68692.2,66023.3,88.97K,-0.97%
04/04/2024,68496.5,65968.4,69238.8,65096.3,100.30K,3.84%
04/03/2024,65963.0,65443.6,66844.8,64559.0,88.46K,0.80%
04/02/2024,65439.2,69662.7,69673.0,64628.4,152.87K,-6.07%
04/01/2024,69664.4,71329.3,71329.3,68175.9,94.05K,-2.34%
03/31/2024,71332.0,69608.5,71367.5,69576.6,42.45K,2.47%
03/30/2024,69611.5,69872.3,70321.2,69564.9,29.87K,-0.37%
03/29/2024,69871.7,70766.7,70907.0,69090.9,58.99K,-1.26%
03/28/2024,70762.1,69449.4,71542.5,68956.9,72.49K,1.90%
03/27/2024,69442.4,69999.2,71670.8,68428.6,112.88K,-0.80%
03/26/2024,69999.3,69896.3,71490.7,69366.4,90.98K,0.15%
03/25/2024,69892.0,67216.4,71118.8,66395.0,124.72K,3.99%
03/24/2024,67211.9,64036.5,67587.8,63812.9,65.59K,4.96%
03/23/2024,64037.8,63785.6,65972.4,63074.9,35.11K,0.40%
03/22/2024,63785.5,65501.5,66633.3,62328.3,72.43K,-2.62%
03/21/2024,65503.8,67860.0,68161.7,64616.1,75.26K,-3.46%
03/20/2024,67854.0,62046.8,68029.5,60850.9,133.53K,9.35%
03/19/2024,62050.0,67594.1,68099.6,61560.6,148.08K,-8.20%
03/18/2024,67594.1,68389.7,68920.1,66601.4,78.07K,-1.17%
03/17/2024,68391.2,65314.2,68857.7,64605.5,66.07K,4.71%
03/16/2024,65314.2,69456.5,70037.0,64971.0,75.82K,-5.97%
03/15/2024,69463.7,71387.1,72398.1,65765.6,148.59K,-2.69%
03/14/2024,71387.5,73066.7,73740.9,68717.2,109.43K,-2.30%
03/13/2024,73066.3,71461.9,73623.5,71338.4,77.18K,2.23%
03/12/2024,71470.2,72099.1,72916.7,68845.6,105.09K,-0.87%
03/11/2024,72099.1,68964.7,72771.5,67452.8,114.72K,4.54%
03/10/2024,68964.8,68360.7,69905.3,68165.0,53.49K,0.88%
03/09/2024,68366.5,68178.5,68576.9,67923.9,30.71K,0.29%
03/08/2024,68172.0,66854.4,69904.0,66170.7,112.67K,1.97%
03/07/2024,66855.3,66074.6,67985.5,65602.6,77.47K,1.17%
03/06/2024,66080.4,63794.7,67604.9,62848.7,117.91K,3.59%
03/05/2024,63792.6,68273.1,69063.1,60138.2,207.60K,-6.56%
03/04/2024,68270.1,63135.8,68495.1,62746.8,130.86K,8.13%
03/03/2024,63135.8,61955.6,63227.3,61399.4,38.01K,1.84%
03/02/2024,61994.5,62397.7,62446.3,61621.9,33.80K,-0.65%
03/01/2024,62397.7,61157.3,63147.3,60790.9,74.96K,2.01%
02/29/2024,61169.3,62467.1,63653.4,60512.5,119.29K,-2.08%
02/28/2024,62467.6,57048.7,63915.3,56704.9,173.64K,9.48%
02/27/2024,57056.2,54491.1,57555.2,54464.0,100.48K,4.70%
02/26/2024,54495.1,51722.7,54899.1,50925.2,78.05K,5.36%
02/25/2024,51722.7,51572.1,51952.0,51299.0,23.61K,0.29%
02/24/2024,51571.6,50739.6,51689.9,50592.0,20.99K,1.64%
02/23/2024,50740.5,51320.6,51532.5,50537.6,43.27K,-1.13%
02/22/2024,51320.4,51850.2,52015.8,50947.3,50.27K,-1.04%
02/21/2024,51858.2,52263.5,52367.3,50676.9,59.02K,-0.78%
02/20/2024,52263.5,51783.1,52936.8,50801.8,68.10K,0.93%
02/19/2024,51783.6,52119.6,52484.8,51694.2,36.73K,-0.64%
02/18/2024,52117.5,51646.0,52350.3,51199.6,26.89K,0.91%
02/17/2024,51646.0,52134.2,52175.5,50652.3,32.45K,-0.94%
02/16/2024,52134.2,51901.4,52556.7,51612.6,52.86K,0.45%
02/15/2024,51901.3,51805.2,52819.4,51327.5,74.72K,0.23%
02/14/2024,51782.4,49708.6,52010.7,49263.8,80.35K,4.16%
02/13/2024,49716.0,49941.0,50326.6,48398.3,78.51K,-0.45%
02/12/2024,49941.3,48280.2,50277.3,47729.9,81.85K,3.45%
02/11/2024,48277.3,47759.3,48531.6,47590.2,36.50K,1.09%
02/10/2024,47758.2,47128.0,48149.0,46875.0,31.20K,1.34%
02/09/2024,47127.5,45293.3,48118.8,45254.2,98.11K,4.05%
02/08/2024,45293.3,44346.2,45579.2,44336.4,66.38K,2.15%
02/07/2024,44339.8,43088.4,44367.9,42783.5,48.57K,2.91%
02/06/2024,43087.7,42697.6,43375.5,42566.8,33.32K,0.91%
02/05/2024,42697.2,42581.4,43532.2,42272.5,39.26K,0.27%
02/04/2024,42581.4,43006.2,43113.2,42379.4,20.33K,-0.99%
02/03/2024,43005.7,43194.7,43370.4,42882.0,14.57K,-0.44%
02/02/2024,43194.7,43083.7,43459.3,42596.3,42.65K,0.26%
02/01/2024,43081.4,42580.1,43263.1,41890.5,47.69K,1.18%
01/31/2024,42580.5,42946.2,43739.7,42315.4,56.48K,-0.85%
01/30/2024,42946.2,43303.3,43817.9,42702.9,55.13K,-0.82%
01/29/2024,43299.8,42031.4,43305.6,41824.7,45.23K,3.02%
01/28/2024,42030.7,42121.3,42817.1,41649.0,32.53K,-0.21%
01/27/2024,42120.9,41811.5,42191.8,41413.0,20.46K,0.74%
01/26/2024,41811.3,39942.0,42214.8,39831.2,69.47K,4.70%
01/25/2024,39935.7,40085.1,40285.8,39546.3,46.30K,-0.37%
01/24/2024,40086.0,39891.3,40535.2,39510.0,58.64K,0.49%
01/23/2024,39888.8,39555.0,40159.4,38546.9,82.67K,0.84%
01/22/2024,39556.4,41581.7,41684.9,39468.4,85.10K,-4.87%
01/21/2024,41583.2,41695.4,41878.0,41504.5,16.11K,-0.27%
01/20/2024,41695.4,41647.6,41858.0,41449.5,22.27K,0.11%
01/19/2024,41648.0,41293.8,42164.6,40305.4,72.64K,0.86%
01/18/2024,41292.7,42763.5,42908.0,40682.6,70.35K,-3.45%
01/17/2024,42768.7,43139.1,43192.3,42211.8,50.44K,-0.87%
01/16/2024,43145.5,42515.2,43563.7,42093.1,63.93K,1.49%
01/15/2024,42510.7,41747.6,43348.9,41719.2,52.08K,1.83%
01/14/2024,41746.1,42851.3,43069.4,41739.6,37.14K,-2.58%
01/13/2024,42851.3,42836.7,43248.6,42443.3,48.18K,0.04%
01/12/2024,42835.9,46348.1,46503.2,41857.9,136.92K,-7.58%
01/11/2024,46348.2,46629.3,48923.7,45651.8,131.04K,-0.60%
01/10/2024,46629.3,46112.0,47654.3,44403.6,131.48K,1.08%
01/09/2024,46129.0,46959.2,47880.1,45333.9,100.09K,-1.77%
01/08/2024,46962.2,43934.2,47196.7,43251.0,103.09K,6.91%
01/07/2024,43927.3,43973.5,44481.2,43627.9,29.53K,-0.09%
01/06/2024,43967.9,44156.6,44203.2,43424.0,24.26K,-0.43%
01/05/2024,44156.9,44163.0,44312.1,42629.0,68.07K,0.00%
01/04/2024,44157.0,42836.1,44744.5,42632.8,68.05K,3.08%
01/03/2024,42836.1,44943.7,45492.7,40888.3,117.65K,-4.69%
01/02/2024,44943.7,44182.9,45885.4,44166.0,97.84K,1.72%
01/01/2024,44183.4,42272.5,44187.0,42196.7,36.30K,4.52%
12/31/2023,42272.5,42141.6,42878.8,41971.4,35.58K,0.32%
12/30/2023,42136.7,42074.7,42592.2,41527.3,35.18K,0.15%
12/29/2023,42072.4,42581.1,43108.0,41459.0,60.98K,-1.19%
12/28/2023,42581.1,43446.5,43782.6,42309.3,49.84K,-1.99%
12/27/2023,43446.5,42514.3,43676.7,42115.3,50.10K,2.20%
